enter_threshold,exit_threshold,enter_run_windows,exit_run_windows,rows,accuracy,precision_walking,recall_walking,f1_walking,specificity_not_walking,false_positive_rate,tn,fp,fn,tp,scope,segments
0.7,0.4,3,2,388,0.43041237113402064,0.0,0.0,0.0,0.4441489361702128,0.5558510638297872,167,209,12,0,same_patient,4
0.7,0.4,3,3,388,0.37628865979381443,0.0,0.0,0.0,0.3882978723404255,0.6117021276595744,146,230,12,0,same_patient,4
0.7,0.4,3,4,388,0.061855670103092786,0.0,0.0,0.0,0.06382978723404255,0.9361702127659575,24,352,12,0,same_patient,4
0.7,0.4,3,5,388,0.061855670103092786,0.0,0.0,0.0,0.06382978723404255,0.9361702127659575,24,352,12,0,same_patient,4
0.7,0.4,4,1,388,0.44072164948453607,0.0,0.0,0.0,0.45478723404255317,0.5452127659574468,171,205,12,0,same_patient,4
0.7,0.4,4,2,388,0.43041237113402064,0.0,0.0,0.0,0.4441489361702128,0.5558510638297872,167,209,12,0,same_patient,4
0.7,0.4,4,3,388,0.37628865979381443,0.0,0.0,0.0,0.3882978723404255,0.6117021276595744,146,230,12,0,same_patient,4
0.7,0.4,4,4,388,0.061855670103092786,0.0,0.0,0.0,0.06382978723404255,0.9361702127659575,24,352,12,0,same_patient,4
0.7,0.4,4,5,388,0.061855670103092786,0.0,0.0,0.0,0.06382978723404255,0.9361702127659575,24,352,12,0,same_patient,4
0.7,0.45,1,1,388,0.4175257731958763,0.042735042735042736,0.8333333333333334,0.08130081300813008,0.40425531914893614,0.5957446808510638,152,224,2,10,same_patient,4
0.7,0.45,1,2,388,0.32989690721649484,0.03731343283582089,0.8333333333333334,0.07142857142857142,0.31382978723404253,0.6861702127659575,118,258,2,10,same_patient,4
0.7,0.45,1,3,388,0.30670103092783507,0.036101083032490974,0.8333333333333334,0.06920415224913495,0.2898936170212766,0.7101063829787234,109,267,2,10,same_patient,4
0.7,0.45,1,4,388,0.20103092783505155,0.031446540880503145,0.8333333333333334,0.06060606060606061,0.18085106382978725,0.8191489361702128,68,308,2,10,same_patient,4
0.7,0.45,1,5,388,0.02577319587628866,0.025906735751295335,0.8333333333333334,0.05025125628140704,0.0,1.0,0,376,2,10,same_patient,4
0.7,0.45,2,1,388,0.48711340206185566,0.0,0.0,0.0,0.5026595744680851,0.4973404255319149,189,187,12,0,same_patient,4
0.7,0.45,2,2,388,0.4484536082474227,0.0,0.0,0.0,0.4627659574468085,0.5372340425531915,174,202,12,0,same_patient,4
0.7,0.45,2,3,388,0.4252577319587629,0.0,0.0,0.0,0.43882978723404253,0.5611702127659575,165,211,12,0,same_patient,4
0.7,0.45,2,4,388,0.22938144329896906,0.0,0.0,0.0,0.23670212765957446,0.7632978723404256,89,287,12,0,same_patient,4
0.7,0.45,2,5,388,0.05412371134020619,0.0,0.0,0.0,0.05585106382978723,0.9441489361702128,21,355,12,0,same_patient,4
